id,time,orig_time,first_time,mat_time,res_time,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,state_orig_time,hpi_orig_time,default_time,payoff_time,status_time,lgd_time,recovery_res
4,25,-2,25,119,,61031.1,33.911008629,10.5,5.9,226.29,2.8991367167,4.7,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,26,-2,25,119,,60882.42,34.007231984,10.5,5.9,225.1,2.1513648831,4.7,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,27,-2,25,119,,60729.8,34.33534917,10.5,5.9,222.39,2.3617217155,4.4,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,28,-2,25,119,,60576.14,34.672544818,10.875,5.9,219.67,1.2291722496,4.6,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,29,-2,25,119,,60424.39,34.951638642,10.875,5.9,217.37,1.6929686703,4.5,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,30,-2,25,119,,60268.48,35.621841805,10.875,5.9,212.73,2.2742178006,4.7,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,31,-2,25,119,,60108.28,37.662289934,10.875,5.9,200.67,1.8506891663,4.7,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,32,-2,25,119,,59944.71,40.496052597,11,5.9,186.12,1.1041627602,5,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,33,-2,25,119,,59778.68,41.636658489,11,5.9,180.52,0.8368586627,5,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,34,-2,25,119,,59603.76,43.231935915,10.5,5.9,173.35,-0.314447747,5.8,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,35,-2,25,119,,59415.47,46.089095683,10.5,5.9,162.09,-2.805844087,6.5,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,36,-2,25,119,,59222.2,49.156857601,10.5,5.9,151.48,-3.516567987,7.8,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,37,-2,25,119,,59023.8,48.394750837,9.25,5.9,153.35,-4.146710947,9,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,38,-2,25,119,,58820.16,46.581409856,9.25,5.9,158.77,-3.339549297,9.5,0,0,1,0,63750,587,81.8,10.5,KY,97.99,0,0,0,,
4,39,-2,25,119,,58611.12,46.594884155,9.25,5.9,158.16,-0.241080652,10,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,40,-2,25,119,,58396.56,47.003836233,9.25,5.9,156.21,1.5859655122,9.8,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,41,-2,25,119,,58176.33,45.416482818,9.25,5.9,161.06,2.6824968062,9.9,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,42,-2,25,119,,57950.27,45.256864314,9.25,5.9,161,3.0294986398,9.4,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,43,-2,25,119,,57718.22,46.508449347,9.25,5.9,156.04,2.6941105489,9.4,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,44,-2,25,119,,57480.03,47.890992692,9.25,5.9,150.91,1.8755149375,9.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,45,-2,25,119,,57235.53,46.467925309,9.25,5.9,154.87,1.6391549258,9.1,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,46,-2,25,119,,56984.56,46.044161526,9.25,5.9,155.61,1.1759090317,9,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,47,-2,25,119,,56726.94,47.683782741,9.25,5.9,149.58,1.6681823188,8.8,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,48,-2,25,119,,56462.5,48.475868621,9.25,5.9,146.45,2.7159028846,8.3,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,49,-2,25,119,,56191.06,45.599338805,9.25,5.9,154.94,2.4566338212,8.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,50,-2,25,119,,55912.43,44.231333317,10.5,5.9,158.94,2.3664098989,8.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,52,-2,25,119,,55332.84,43.177891077,10.5,5.9,161.13,1.0810494182,8,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,53,-2,25,119,,55031.48,39.957049167,10.5,5.9,173.17,0.8929961554,7.6,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,54,-2,25,119,,54722.15,38.231198057,10.5,5.9,179.97,1.5073587076,7.3,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,55,-2,25,119,,54404.62,37.988250128,10.5,5.9,180.07,2.4222748689,7.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,56,-2,25,119,,54078.69,37.477614044,10.5,5.9,181.43,1.7170529058,6.6,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,57,-2,25,119,,53744.13,36.097744347,10.5,5.9,187.2,2.5560517331,6.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,58,-2,25,119,,53400.71,35.644306199,10.5,5.9,188.37,2.8685938252,6.2,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,59,-2,25,119,,53048.2,35.544872091,10.5,5.9,187.65,2.4436475652,5.7,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
4,60,-2,25,119,,52686.35,34.898841933,10.5,5.9,189.82,2.8363581757,5.7,0,0,1,0,63750,587,81.8,10.5,CO,97.99,0,0,0,,
9,25,18,25,138,,127156.28,65.642483911,8.73,4.14,226.29,2.8991367167,4.7,0,0,1,0,128000,501,80,8.73,GA,186.91,0,0,0,,
9,26,18,25,138,,126832.41,65.821428679,8.73,4.14,225.1,2.1513648831,4.7,0,0,1,0,128000,501,80,8.73,GA,186.91,0,0,0,,
9,27,18,25,138,,126499.02,66.448389733,8.73,4.14,222.39,2.3617217155,4.4,0,0,1,0,128000,501,80,8.73,GA,186.91,0,0,0,,
9,28,18,25,138,,126155.81,67.088651293,11,4.14,219.67,1.2291722496,4.6,0,0,1,0,128000,501,80,8.7,GA,186.91,0,0,0,,
9,29,18,25,138,,125897.38,67.65963362,11,4.14,217.37,1.6929686703,4.5,0,0,1,0,128000,501,80,8.7,GA,186.91,0,0,0,,
9,30,18,25,138,,125780.71,69.071336042,10.875,4.14,212.73,2.2742178006,4.7,0,0,1,0,128000,501,80,8.7,GA,186.91,0,0,0,,
9,31,18,25,138,,131533.24,76.571229781,8,4.14,200.67,1.8506891663,4.7,0,0,1,0,128000,501,80,8.73,GA,186.91,0,0,0,,
9,32,18,25,138,,131421.36,82.486992255,8,4.14,186.12,1.1041627602,5,0,0,1,0,128000,501,80,8.73,GA,186.91,0,0,0,,
9,33,18,25,138,,131081.22,84.825749329,8,4.14,180.52,0.8368586627,5,0,0,1,0,128000,501,80,8,GA,186.91,0,0,0,,
9,34,18,25,138,,130734.23,88.10042879,8,4.14,173.35,-0.314447747,5.8,0,0,1,0,128000,501,80,8,GA,186.91,0,0,0,,
9,35,18,25,138,,130617.02,94.136078753,8,4.14,162.09,-2.805844087,6.5,0,0,1,0,128000,501,80,8,GA,186.91,0,0,0,,
9,36,18,25,138,,130260.68,100.45477827,8,4.14,151.48,-3.516567987,7.8,0,0,1,0,128000,501,80,8,GA,186.91,0,0,0,,
9,37,18,25,138,,130140.31,99.13810459,8,4.14,153.35,-4.146710947,9,0,0,1,0,128000,501,80,8,GA,186.91,1,0,1,0.0078376946,129120.31
47,25,19,25,139,,130286.14,66.793810888,6.93,4.24,226.29,2.8991367167,4.7,0,0,1,0,132000,600,80,6.93,TN,191.42,0,0,0,,
47,26,19,25,139,,129925.24,66.96091822,6.93,4.24,225.1,2.1513648831,4.7,0,0,1,0,132000,600,80,6.93,TN,191.42,0,0,0,,
47,27,19,25,139,,129558.06,67.585347186,6.93,4.24,222.39,2.3617217155,4.4,0,0,1,0,132000,600,80,6.93,TN,191.42,0,1,2,,
20442,59,59,59,177,,612807.92,79.585444156,4.625,2.17,187.65,2.4436475652,5.7,0,0,1,0,616000,775,80,4.625,CA,187.65,0,0,0,,
20442,60,59,59,177,,609509.45,78.252157062,4.625,2.17,189.82,2.8363581757,5.7,0,0,1,0,616000,775,80,4.625,CA,187.65,0,0,0,,
20443,59,59,59,177,,630392.94,74.602714793,4.5,2.17,187.65,2.4436475652,5.7,0,1,0,0,633750,801,75,4.5,AL,187.65,0,0,0,,
20443,60,59,59,177,,627841.96,73.451425358,4.5,2.17,189.82,2.8363581757,5.7,0,1,0,0,633750,801,75,4.5,AL,187.65,0,0,0,,
20444,59,59,59,177,,691646.41,79.682766129,4.5,2.17,187.65,2.4436475652,5.7,0,0,1,0,694400,808,80,4.5,NJ,187.65,0,0,0,,
20444,60,59,59,177,,311520.28,35.479149385,4.5,2.17,189.82,2.8363581757,5.7,0,0,1,0,694400,808,80,4.5,NJ,187.65,0,0,0,,
20445,59,59,59,177,,625620.26,79.696848408,4.75,2.17,187.65,2.4436475652,5.7,0,0,1,0,628000,746,80,4.75,CA,187.65,0,0,0,,
20445,60,59,59,177,,623212.14,78.482503418,4.75,2.17,189.82,2.8363581757,5.7,0,0,1,0,628000,746,80,4.75,CA,187.65,0,0,0,,
20446,59,59,59,177,,996296.25,77.810737125,4.875,2.17,187.65,2.4436475652,5.7,0,0,1,0,1000000,762,78.1,4.875,CA,187.65,0,0,0,,
20446,60,59,59,177,,992547.18,76.63175881,4.875,2.17,189.82,2.8363581757,5.7,0,0,1,0,1000000,762,78.1,4.875,CA,187.65,0,0,0,,
20447,59,59,59,177,,458175.9,79.682765217,4.5,2.17,187.65,2.4436475652,5.7,0,0,1,0,460000,771,80,4.5,CA,187.65,0,0,0,,
20447,60,59,59,177,,456331.2,78.454691337,4.5,2.17,189.82,2.8363581757,5.7,0,0,1,0,460000,771,80,4.5,CA,187.65,0,0,0,,
20450,60,60,60,178,,692210.53,67.905629619,4.375,1.94,189.82,2.8363581757,5.7,0,1,0,0,697250,781,68.4,4.375,CA,189.82,0,0,0,,
20452,60,60,60,178,,516323.5,79.556779661,4.25,1.94,189.82,2.8363581757,5.7,0,0,0,0,519200,794,80,4.25,DC,189.82,0,0,0,,
20453,60,60,60,178,,836437.1,79.66067619,4.125,1.94,189.82,2.8363581757,5.7,0,0,1,0,840000,777,80,4.125,CA,189.82,0,0,0,,
20454,60,60,60,178,,1951367.57,64.251135765,4.25,1.94,189.82,2.8363581757,5.7,0,0,1,0,1965000,751,64.7,4.25,NJ,189.82,0,0,0,,
20455,60,60,60,178,,1093905.69,63.844313907,4.25,1.94,189.82,2.8363581757,5.7,0,1,0,0,1100000,806,64.2,4.25,CA,189.82,0,1,2,,
20456,60,60,60,178,,520677.5,79.393382156,4.75,1.94,189.82,2.8363581757,5.7,0,1,0,0,524000,755,79.9,4.75,NC,189.82,0,1,2,,
20457,60,60,60,178,,1156931.23,74.68891091,4.25,1.94,189.82,2.8363581757,5.7,0,0,0,0,1161750,798,75,4.25,NY,189.82,0,0,0,,
20458,60,60,60,178,,296514.48,43.943445936,4.5,1.94,189.82,2.8363581757,5.7,0,1,0,0,500000,753,74.1,4.5,FL,189.82,0,0,0,,
20459,60,60,60,178,,955773.11,79.647759167,4.25,1.94,189.82,2.8363581757,5.7,0,0,1,0,960000,801,80,4.25,CA,189.82,0,0,0,,
38839,28,27,28,147,,274564.54,80.803562705,1.2,4.71,219.67,1.2291722496,4.6,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,29,27,28,147,,277363.7,82.491049506,8.083,4.71,217.37,1.6929686703,4.5,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,30,27,28,147,,280308.44,85.185219461,8.177,4.71,212.73,2.2742178006,4.7,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,31,27,28,147,,283321.26,91.275354034,8.155,4.71,200.67,1.8506891663,4.7,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,32,27,28,147,,286261.73,99.432202615,8.013,4.71,186.12,1.1041627602,5,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,33,27,28,147,,288066.97,103.16323492,7.672,4.71,180.52,0.8368586627,5,0,0,1,0,275200,761,80,1.2,WA,222.39,0,0,0,,
38839,34,27,28,147,,291218.73,108.60561266,6.944,4.71,173.35,-0.314447747,5.8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,35,27,28,147,,292447.03,116.64007901,6.228,4.71,162.09,-2.805844087,6.5,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,36,27,28,147,,293916.01,125.43674018,5.629,4.71,151.48,-3.516567987,7.8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,37,27,28,147,,294739.08,124.25410787,4.972,4.71,153.35,-4.146710947,9,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,38,27,28,147,,295125.06,120.16955581,4.588,4.71,158.77,-3.339549297,9.5,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,39,27,28,147,,295273.36,120.69365018,4.201,4.71,158.16,-0.241080652,10,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,40,27,28,147,,295108.05,122.1318783,3.782,4.71,156.21,1.5859655122,9.8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,41,27,28,147,,294330.45,118.14199817,3.621,4.71,161.06,2.6824968062,9.9,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,42,27,28,147,,293532.59,117.86565198,3.571,4.71,161,3.0294986398,9.4,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,43,27,28,147,,292636.59,121.24099674,3.536,4.71,156.04,2.6941105489,9.4,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,44,27,28,147,,291472.64,124.8638115,3.492,4.71,150.91,1.8755149375,9.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,45,27,28,147,,290732.77,121.36221662,3.468,4.71,154.87,1.6391549258,9.1,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,46,27,28,147,,289220.2,120.15668322,3.445,4.71,155.61,1.1759090317,9,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,47,27,28,147,,288047.59,124.49374438,3.402,4.71,149.58,1.6681823188,8.8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,48,27,28,147,,286838.44,126.62072275,3.368,4.71,146.45,2.7159028846,8.3,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,49,27,28,147,,284510.43,118.71113373,3.332,4.71,154.94,2.4566338212,8.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,50,27,28,147,,282619.19,114.95430787,3.303,4.71,158.94,2.3664098989,8.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,51,27,28,147,,280697.57,114.41745468,3.298,4.71,158.6,1.2690442628,7.8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,52,27,28,147,,278760.52,111.8437374,3.31,4.71,161.13,1.0810494182,8,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,53,27,28,147,,276854.1,103.35586233,3.325,4.71,173.17,0.8929961554,7.6,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,54,27,28,147,,274936.83,98.761940982,3.324,4.71,179.97,1.5073587076,7.3,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,55,27,28,147,,273000.5,98.011918484,3.309,4.71,180.07,2.4222748689,7.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,56,27,28,147,,271037.81,96.577862956,3.294,4.71,181.43,1.7170529058,6.6,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,57,27,28,147,,269055.59,92.916531039,3.282,4.71,187.2,2.5560517331,6.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,58,27,28,147,,267050.7,91.651334973,3.274,4.71,188.37,2.8685938252,6.2,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,59,27,28,147,,265024.88,91.305069221,3.272,4.71,187.65,2.4436475652,5.7,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
38839,60,27,28,147,,262979.31,89.564607031,3.265,4.71,189.82,2.8363581757,5.7,0,0,1,0,275200,649,80,1.2,WA,222.39,0,0,0,,
43763,49,49,49,229,,169084.13,42.806108861,4.125,1.67,154.94,2.4566338212,8.2,0,0,1,1,316000,719,80,4.125,MD,154.94,0,0,0,,
43763,50,49,49,229,,168634.97,41.617969446,4.125,1.67,158.94,2.3664098989,8.2,0,0,1,1,316000,719,80,4.125,MD,154.94,0,0,0,,
43763,51,49,49,229,,168294.02,41.622863759,4.125,1.67,158.6,1.2690442628,7.8,0,0,1,1,316000,719,80,4.125,MD,154.94,0,0,0,,
43763,52,49,49,229,,167949.53,40.885455612,4.125,1.67,161.13,1.0810494182,8,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,53,49,49,229,,166591.15,37.735119117,4.125,1.67,173.17,0.8929961554,7.6,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,54,49,49,229,,166209.31,36.226108699,4.125,1.67,179.97,1.5073587076,7.3,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,55,49,49,229,,165843.27,36.126255055,4.125,1.67,180.07,2.4222748689,7.2,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,56,49,49,229,,165473.44,35.775494951,4.125,1.67,181.43,1.7170529058,6.6,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,57,49,49,229,,163960.76,34.355837058,4.125,1.67,187.2,2.5560517331,6.2,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,58,49,49,229,,163312.77,34.00751226,4.125,1.67,188.37,2.8685938252,6.2,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43763,59,49,49,229,,162916.76,34.055216983,4.125,1.67,187.65,2.4436475652,5.7,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
